address|lat|lon|state|district
Chandibari B.O|22.468435|88.674768|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Ladusar B.O|28.228322|75.301859|RAJASTHAN|JHUNJHUNU
Ladunda B.O|28.447788|75.766946|RAJASTHAN|JHUNJHUNU
Kakunur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Chandaneswar B.O|22.242344|88.543239|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Chandandaha B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Darul Uloom, Deoband B.O|29.698794|77.669912|UTTAR PRADESH|SAHARANPUR
Marholi B.O|26.690641|77.753791|RAJASTHAN|DHAULPUR
Chandannagar B.O|22.864772|88.36326|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Jagalgori B.O|22.575733|87.986203|WEST BENGAL|HUGLI
Chandanpiri B.O|21.678202|88.292336|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kondari B.O|27.042893|81.216081|UTTAR PRADESH|BARA BANKI
Haturia B.O|22.518981|87.987296|WEST BENGAL|HAORA
Kafald B.O|30.017655|79.02919|UTTARAKHAND|GARHWAL
Radharamanpur B.O|20.844403|85.151082|ODISHA|ANUGUL
Marena S.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Sugar Mill, Sarsawa S.O|29.967079|77.551017|UTTAR PRADESH|SAHARANPUR
Kadola B.O|29.856401|79.004462|UTTARAKHAND|GARHWAL
Rainali B.O|20.856611|84.786381|ODISHA|ANUGUL
Tungail Bilpara B.O|25.661772|88.292336|WEST BENGAL|UTTAR DINAJPUR
Tungidighi B.O|25.783585|87.932682|WEST BENGAL|UTTAR DINAJPUR
Champahati S.O|22.401912|88.493697|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Jagatnagar B.O|22.77834|88.220556|WEST BENGAL|HUGLI
Jagatpur B.O|22.795975|87.762406|WEST BENGAL|HUGLI
Raijharan B.O|20.844403|85.151082|ODISHA|ANUGUL
Garhi Majre Pokhanni B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Chaluary B.O|22.269261|88.249769|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kalun B.O|29.766235|79.096984|UTTARAKHAND|GARHWAL
Katarian B.O|31.254961|75.939792|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Kamsanipally B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Buraburirtat B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kotwa Dham B.O|26.986773|81.514382|UTTAR PRADESH|BARA BANKI
Kotwa Sarak B.O|26.83547|81.464288|UTTAR PRADESH|BARA BANKI
Kalon B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Mehandpur B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Eppodumvendran S.O|9.020806|78.047562|TAMIL NADU|THOOTHUKKUDI
Fursatganj S.O|26.248727|81.378435|UTTAR PRADESH|RAE BARELI
Eral S.O|8.626642|78.02382|TAMIL NADU|THOOTHUKKUDI
Buinta B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Shenda B.O|21.125383|80.257223|MAHARASHTRA|GONDIYA
Kothri Gauriya B.O|26.966651|81.641866|UTTAR PRADESH|BARA BANKI
Kotagiwai B.O|29.684478|79.276827|UTTARAKHAND|
Naya Gaon S.O (Mohali)|30.714414|76.709675|PUNJAB|CHANDIGARH
Kothi S.O (Barabanki)|26.933289|81.185381|UTTAR PRADESH|BARA BANKI
Kotar B.O|30.038309|79.286691|UTTARAKHAND|
Shejgaon B.O|21.472095|80.134484|MAHARASHTRA|GONDIYA
Budhakhali B.O|21.826333|88.209596|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Hallyan B.O|22.401876|87.994716|WEST BENGAL|HAORA
Rajdang B.O|21.174048|85.227556|ODISHA|ANUGUL
Kamaluddinpur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Kaliyasaur B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Budge Budge S.O. (Hsg-ii) S.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Budge Budge Natun Bazar S.O|22.516601|88.293166|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Bhupalpur S.O|25.537302|88.154755|WEST BENGAL|UTTAR DINAJPUR
Ettaiyapuram S.O|9.147088|77.999559|TAMIL NADU|THOOTHUKKUDI
Kalwarala B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Matsura B.O|26.511728|77.369767|RAJASTHAN|DHAULPUR
Ilsobamondalai S.O|22.9|88.39|WEST BENGAL|HUGLI
Kaligad B.O|29.830438|78.838795|UTTARAKHAND|GARHWAL
Gajpati Khera B.O|26.17718|80.769936|UTTAR PRADESH|RAE BARELI
Hantal Anantabati B.O|22.6462|88.140127|WEST BENGAL|HAORA
Illahipur S.O|22.803254|88.167685|WEST BENGAL|HUGLI
Sonari S.O (East Singhbhum)|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Mauja Ka Nagla B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Chaberia B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Gahrauli B.O|26.125635|80.742229|UTTAR PRADESH|RAE BARELI
Harali B.O|22.744996|87.951687|WEST BENGAL|HAORA
Kosi S.O (Almora)|29.637992|79.597289|UTTARAKHAND|
Rajkishorenagar S.O|20.844403|85.151082|ODISHA|ANUGUL
Canning Town S.O|22.310373|88.657897|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Inchura Bazar B.O|22.9|88.39|WEST BENGAL|HUGLI
Karnana B.O|31.137708|76.014529|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Shirpurbagh Colony B.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Kannerimukku B.O|11.439758|76.857142|TAMIL NADU|KRISHNAGIRI
Kalalghati B.O|29.776963|78.446064|UTTARAKHAND|GARHWAL
Insura B.O|22.825554|88.349175|WEST BENGAL|HUGLI
Bhogram B.O|25.726454|88.258286|WEST BENGAL|UTTAR DINAJPUR
Burul B.O|22.367475|88.10717|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kanmankalwa B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Kanmanur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Jaddupipra B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Kandi B.O|29.944508|78.454676|UTTARAKHAND|GARHWAL
Janai S.O|22.721959|88.265052|WEST BENGAL|HUGLI
Indrapur B.O|27.180384|83.758423|UTTAR PRADESH|KISHANGANJ
Lumb B.O|29.262479|77.218207|UTTAR PRADESH|BAGHPAT
Kandakanikhal B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Kandakhal Kauriya B.O|29.762765|78.858844|UTTARAKHAND|GARHWAL
Kandakhal S.O|29.762765|78.858844|UTTARAKHAND|GARHWAL
Sunderbani S.O|33.049293|74.490661|JAMMU & KASHMIR|RAJOURI
Jangipara S.O|22.74201|88.054534|WEST BENGAL|HUGLI
Kandara B.O|30.09056|78.800388|UTTARAKHAND|GARHWAL
Luhari B.O|29.077834|77.189264|UTTAR PRADESH|BAGHPAT
Kandai B.O|30.147084|78.722644|UTTARAKHAND|GARHWAL
Chemaguri B.O|21.72929|88.10518|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Jangalapara S.O|22.732|88.204724|WEST BENGAL|HUGLI
Kanda Talla B.O|29.820726|78.958167|UTTARAKHAND|GARHWAL
Jangalpara Bazar B.O|22.73236|88.205582|WEST BENGAL|HUGLI
Karumbalam B.O|11.334384|76.760667|TAMIL NADU|KRISHNAGIRI
Ichapur Rd S.O|22.601621|88.319111|WEST BENGAL|HAORA
Kaulgarh B.O|31.10924|76.274703|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Kandur B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Ghurwara B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Ghurauna B.O|26.429503|81.22159|UTTAR PRADESH|RAE BARELI
Chhayani B.O|22.550739|88.544447|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kamleshwar S.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Jarura B.O|22.876926|88.332956|WEST BENGAL|HUGLI
Katalpali \d\" B.O|21.8974|83.394963|CHATTISGARH"|RAIGARH
Jasar B.O|22.798484|87.915093|WEST BENGAL|HUGLI
Kamdai B.O|29.822324|79.002695|UTTARAKHAND|GARHWAL
Lohadda B.O|29.113111|77.293669|UTTAR PRADESH|BAGHPAT
Lohargal B.O|27.670209|75.388581|RAJASTHAN|JHUNJHUNU
Kandanpally B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Kanchiraopally B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Katt B.O|31.180987|75.904949|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Raniakata B.O|20.875646|84.446147|ODISHA|ANUGUL
Gokula B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Loyal B.O|28.046968|75.649903|RAJASTHAN|JHUNJHUNU
Swari B.O|33.34796|74.446701|JAMMU & KASHMIR|RAJOURI
Lotia B.O|28.292687|75.780753|RAJASTHAN|JHUNJHUNU
Kamalpur B.O|29.904837|78.847675|UTTARAKHAND|GARHWAL
Jayer B.O|23.018098|88.224208|WEST BENGAL|HUGLI
Jagdaur B.O|27.251534|83.680051|UTTAR PRADESH|KISHANGANJ
Kalzikhal S.O|30.05118|78.730121|UTTARAKHAND|GARHWAL
Kargudi B.O|11.491604|76.733652|TAMIL NADU|KRISHNAGIRI
Loona B.O|28.196254|75.335388|RAJASTHAN|JHUNJHUNU
Kotuli Malli B.O|29.589241|79.646666|UTTARAKHAND|
Lootu B.O|28.21568|75.250134|RAJASTHAN|JHUNJHUNU
Kathagrh S.O|31.035347|76.378198|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Suklara B.O|22.76741|86.411137|JHARKHAND|PURBI SINGHBHUM
Kariashola B.O|11.514071|76.391928|TAMIL NADU|KRISHNAGIRI
Chapla B.O|22.024093|88.403783|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kaproli B.O|30.034301|79.023539|UTTARAKHAND|GARHWAL
Kunhil B.O|29.710171|79.258506|UTTARAKHAND|
Rantalei B.O|20.824694|85.038286|ODISHA|ANUGUL
Gaura S.O (Raebareli)|26.144575|81.381251|UTTAR PRADESH|RAE BARELI
Baro Mulkoi B.O|25.3478|93.017571|ASSAM|CACHAR
Sundarnagar S.O|22.726683|86.192975|JHARKHAND|PURBI SINGHBHUM
Kursi S.O|27.062811|81.046484|UTTAR PRADESH|BARA BANKI
Mahansar S.O|28.201593|75.046512|RAJASTHAN|JHUNJHUNU
Jalaghata B.O|22.80766|88.226887|WEST BENGAL|HUGLI
Maharampur B.O|28.114385|76.054421|RAJASTHAN|JHUNJHUNU
Hirapur B.O|22.521964|88.201069|WEST BENGAL|HAORA
Kanskhet S.O|30.198352|78.78233|UTTARAKHAND|GARHWAL
Chandpala B.O|22.297703|88.169411|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Gegason B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Chandipur B.O|22.512005|88.648173|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Chandkhali B.O|22.313103|88.460978|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kattabettu S.O|11.411682|76.811445|TAMIL NADU|KRISHNAGIRI
Gudmai Misripur B.O|27.727208|78.299575|UTTAR PRADESH|MATHURA
Surda Mines B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Raja,mpalli B.O|15.707627|79.660034|ANDHRA PRADESH|PRAKASAM
Birghai B.O|25.565617|88.170605|WEST BENGAL|UTTAR DINAJPUR
Chatra Maldari B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Hooghly Dock S.O|22.595115|88.346056|WEST BENGAL|HAORA
Jamgram B.O|23.117698|88.312526|WEST BENGAL|HUGLI
Kulanteshwar B.O|29.864935|79.110392|UTTARAKHAND|
R,palakurichi B.O|10.414166|78.506447|TAMIL NADU|PUDUKKOTTAI
Howrah H.O|22.595769|88.263639|WEST BENGAL|HAORA
Howrah Loco Depot S.O|22.5544|88.318565|WEST BENGAL|HAORA
Howrah R.S S.O|22.595769|88.263639|WEST BENGAL|HAORA
Howrah Vic.Cot.Mill S.O|22.595769|88.263639|WEST BENGAL|HAORA
Chatakalikapur B.O|22.492811|88.24275|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Jamdara B.O|22.960154|87.9837|WEST BENGAL|HUGLI
Katary  R.S. B.O|11.338032|76.736777|TAMIL NADU|KRISHNAGIRI
Katary Dam B.O|11.491604|76.733652|TAMIL NADU|KRISHNAGIRI
Katary S.O|11.338032|76.736777|TAMIL NADU|KRISHNAGIRI
Charavidya B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Chargheri B.O|22.100691|88.915041|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Madhogarh B.O|27.87363|75.696465|RAJASTHAN|JHUNJHUNU
Kulsibi B.O|29.589241|79.646666|UTTARAKHAND|
Sitepar B.O|21.438484|80.31574|MAHARASHTRA|GONDIYA
Charaghata B.O|22.230424|88.543239|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Kandoliya S.O|30.145589|78.770777|UTTARAKHAND|GARHWAL
Tandwal B.O|33.378645|74.288005|JAMMU & KASHMIR|RAJOURI
Kanduli Bari B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Charashyambati B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Charashyamdas B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Majhau B.O|27.871897|75.405337|RAJASTHAN|JHUNJHUNU
Rengali Dam Site S.O|20.844403|85.151082|ODISHA|ANUGUL
Rengali B.O|21.271341|85.017322|ODISHA|ANUGUL
Chitraganj B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Lachhbar Bajaha B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Ketti S.O|11.376138|76.729323|TAMIL NADU|KRISHNAGIRI
Kharkowal B.O|31.124275|76.115594|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Hasayan S.O|27.609028|78.269683|UTTAR PRADESH|MATHURA
Hasanpurbaru B.O|27.501377|78.085161|UTTAR PRADESH|MATHURA
Mainana B.O|28.187651|75.807694|RAJASTHAN|JHUNJHUNU
Mainas B.O|27.952918|75.370002|RAJASTHAN|JHUNJHUNU
Kuwali B.O|29.722237|79.505538|UTTARAKHAND|
Mainpura B.O|27.913427|75.60626|RAJASTHAN|JHUNJHUNU
Lahi B.O|26.553622|81.337191|UTTAR PRADESH|BARA BANKI
Ketti Palada B.O|11.355257|76.731777|TAMIL NADU|KRISHNAGIRI
Hathras S.O|27.6|78.05|UTTAR PRADESH|MATHURA
Hathras City S.O|27.6|78.05|UTTAR PRADESH|MATHURA
Jalalshi B.O|22.582852|88.05709|WEST BENGAL|HAORA
Karvanga B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Jolekul B.O|22.9|88.39|WEST BENGAL|HUGLI
Mudik B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Jalabiswanathpur B.O|22.595769|88.263639|WEST BENGAL|HAORA
Tareru B.O|33.227214|74.487731|JAMMU & KASHMIR|RAJOURI
Jallabaj B.O|22.240986|88.020618|WEST BENGAL|HAORA
Shillong G.P.O.|25.578773|91.893254|MEGHALAYA|EAST KHASI HILLS
Kenthorai B.O|11.439475|76.748081|TAMIL NADU|KRISHNAGIRI
Khanpur B.O|31.157403|75.932534|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Khankhana S.O|31.154388|75.96229|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Jara B.O|27.445735|83.481691|UTTAR PRADESH|KISHANGANJ
Moroli B.O|26.620982|77.85388|RAJASTHAN|DHAULPUR
Tatapani B.O|33.244085|74.415922|JAMMU & KASHMIR|RAJOURI
Kengarai B.O|11.41794|76.947022|TAMIL NADU|KRISHNAGIRI
Dharma S.O (West Midnapore)|22.424465|87.338256|WEST BENGAL|PASCHIM MEDINIPUR
Gumawan B.O|26.534054|81.30418|UTTAR PRADESH|RAE BARELI
Kumarkeli B.O|20.872248|83.992943|ODISHA|SAMBALPUR
Choto Shyam Nagar B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
K G R S Path S.O|22.729202|88.36962|WEST BENGAL|HUGLI
Gularhia Maj.Dhuta B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Kutloopur B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Karkalpahad B.O|19.011055|78.100847|TELANGANA|MAHBUBNAGAR
Sonpuri B.O|21.50549|80.10098|MAHARASHTRA|GONDIYA
Soni B.O|21.344288|80.268372|MAHARASHTRA|GONDIYA
Karakot B.O|30.129274|78.716443|UTTARAKHAND|GARHWAL
Kusfar B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Kayyunni B.O|11.538546|76.262033|TAMIL NADU|KRISHNAGIRI
Malsar B.O|28.032138|75.470885|RAJASTHAN|JHUNJHUNU
Khoja B.O|31.017572|76.042455|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Gonda B.O|26.074939|80.796249|UTTAR PRADESH|RAE BARELI
Malsisar S.O|28.306724|75.287279|RAJASTHAN|JHUNJHUNU
Tangrain B.O|22.486676|86.499655|JHARKHAND|PURBI SINGHBHUM
Kathiur B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Jejur B.O|22.880012|88.126698|WEST BENGAL|HUGLI
Kathur Bara B.O|29.868768|78.838264|UTTARAKHAND|GARHWAL
Soundad S.O|21.080586|80.095394|MAHARASHTRA|GONDIYA
Islampur B.O|22.563681|88.072975|WEST BENGAL|HAORA
Lamagara B.O|29.540816|79.751376|UTTARAKHAND|
Chainagar B.O|25.767919|88.263152|WEST BENGAL|UTTAR DINAJPUR
Chhotrisher Hat B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Lalpur Karauta B.O|27.250519|81.36469|UTTAR PRADESH|BARA BANKI
Chhoto Mollakhali S.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Manaksas B.O|27.755299|75.64263|RAJASTHAN|JHUNJHUNU
Bandarkhal B.O|25.056034|92.797461|ASSAM|CACHAR
Jamie Pandit B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Gopalpur B.O|26.183254|81.484192|UTTAR PRADESH|RAE BARELI
Gopali Khera B.O|26.092089|80.858536|UTTAR PRADESH|RAE BARELI
Jharia B.O|22.866891|87.591479|WEST BENGAL|HUGLI
Lala Bazar S.O|29.599707|79.660611|UTTARAKHAND|
Gondwara B.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Jadhuberia B.O|22.595769|88.263639|WEST BENGAL|HAORA
Tatanagar S.O|22.7698|86.197423|JHARKHAND|PURBI SINGHBHUM
Thanamandi S.O|33.538588|74.369286|JAMMU & KASHMIR|RAJOURI
Thanda Pani B.O|33.051944|74.446701|JAMMU & KASHMIR|RAJOURI
Malakpur B.O|29.118532|77.225122|UTTAR PRADESH|BAGHPAT
Jagatballavpur S.O|22.678889|88.117222|WEST BENGAL|HAORA
Jagadishpur Hat B.O|22.640096|88.289429|WEST BENGAL|HAORA
Jagacha S.O|22.591326|88.278963|WEST BENGAL|HAORA
Kasani B.O|29.858966|78.975486|UTTARAKHAND|GARHWAL
Lakhani B.O|29.88175|79.658631|UTTARAKHAND|
Jagadishpur B.O|22.65|88.29|WEST BENGAL|HAORA
Sukhali Dakaram B.O|21.4598|80.195|MAHARASHTRA|GONDIYA
Chimta B.O|22.255728|88.924623|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Palheri B.O|30.791847|76.692522|PUNJAB|CHANDIGARH
Jagriti S.O|22.611648|88.435002|WEST BENGAL|HAORA
Khatkar Kalan B.O|31.164707|76.023959|PUNJAB|SHAHID BHAGAT SINGH NAGAR
Sandarahat B.O|19.813382|85.831465|ODISHA|
Telco Works S.O|22.770427|86.236745|JHARKHAND|PURBI SINGHBHUM
Telco G.M Office S.O|22.771893|86.255005|JHARKHAND|PURBI SINGHBHUM
Kiratpur Sahib S.O|31.182076|76.563549|PUNJAB|RUPNAGAR
Jirat B.O|23.098285|88.461619|WEST BENGAL|HUGLI
Loharpur B.O|27.312603|81.238115|UTTAR PRADESH|BARA BANKI
Sahara Gurjang B.O|20.844403|85.151082|ODISHA|ANUGUL
Nadanpur B.O|26.651317|77.40708|RAJASTHAN|DHAULPUR
I A Hathras S.O|27.6|78.05|UTTAR PRADESH|MATHURA
Thichka B.O|33.02749|74.341152|JAMMU & KASHMIR|RAJOURI
Kethepally B.O|17.162229|79.505538|TELANGANA|MAHBUBNAGAR
Dakshin Barasat S.O|22.225052|88.445234|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Nadoli B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Dakshin Chandipur B.O|22.512005|88.648173|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Bijoynagar B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Loni Katra B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Chhayghara B.O|25.323254|88.204724|WEST BENGAL|UTTAR DINAJPUR
Dakshin Alipore B.O|22.658878|88.408375|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Bagi B.O|22.400048|88.281613|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Gouripur B.O|22.34584|88.306921|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Haradhanpur B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Gobindapur B.O|22.390436|88.419557|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Gopalnagar B.O|21.806618|88.319072|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Lodhia B.O|29.589241|79.646666|UTTARAKHAND|
Guruvarpatti B.O|9.202824|78.142903|TAMIL NADU|THOOTHUKKUDI
Dakshin Gangadharpur B.O|21.973598|88.32879|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Durgapur B.O|22.325475|88.406217|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Kashinagar B.O|21.855889|88.483979|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Mokamberia B.O|22.16506|88.746994|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Jagadishpur B.O|22.031396|88.298414|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Jagatdal S.O|22.424287|88.404029|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Kashiabad B.O|21.877987|88.344262|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Rajnagar B.O|21.669515|88.25047|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Shibpur B.O|22.730284|88.727144|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Raipur B.O|22.47432|88.378425|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dakshin Raipur No. 3 B.O|22.47432|88.378425|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Lod B.O|29.458441|79.612309|UTTARAKHAND|
Dakshin Radhanagar B.O|22.184393|88.400392|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Jhamtia B.O|22.573588|87.911415|WEST BENGAL|HAORA
Hardoi S.O|26.412321|81.180262|UTTAR PRADESH|RAE BARELI
Nagala Bidhora B.O|26.764819|77.673655|RAJASTHAN|DHAULPUR
Kalachara B.O|22.700238|88.247486|WEST BENGAL|HUGLI
Saida B.O|21.471068|85.264486|ODISHA|ANUGUL
Harchandpur S.O (Raebareli)|26.23|81.25|UTTAR PRADESH|RAE BARELI
Lodhaura B.O|27.119026|81.408666|UTTAR PRADESH|BARA BANKI
Harbansganj S.O|26.23|81.25|UTTAR PRADESH|RAE BARELI
Hardaspur B.O|25.885883|81.170615|UTTAR PRADESH|RAE BARELI
Lohangpur B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Daharani B.O|22.358516|88.715711|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Dahakhanda B.O|22.135238|88.401604|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Suplipar B.O|21.448788|80.340806|MAHARASHTRA|GONDIYA
Laubanj B.O|29.589241|79.646666|UTTARAKHAND|
X Roads, Kodad B.O|17.001842|79.952148|TELANGANA|NALGONDA
Dara B.O|22.515746|88.631372|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Jhinkra B.O|22.62281|87.917545|WEST BENGAL|HAORA
Sakasingha B.O|20.860624|85.099302|ODISHA|ANUGUL
Jhumjhumi B.O|22.31208|87.960435|WEST BENGAL|HAORA
Kalbazar S.O|23.082999|88.268956|WEST BENGAL|HUGLI
Santidham B.O|19.813382|85.831465|ODISHA|
Laxmeshwar S.O|29.60858|79.663022|UTTARAKHAND|
Jhorehat B.O|22.58197|88.240033|WEST BENGAL|HAORA
Mandri B.O|28.042657|75.908579|RAJASTHAN|JHUNJHUNU
Mandrella S.O|28.313191|75.436576|RAJASTHAN|JHUNJHUNU
Hasnapur B.O|25.966312|80.861303|UTTAR PRADESH|RAE BARELI
Haswa B.O|26.439495|81.595072|UTTAR PRADESH|RAE BARELI
Laxmanpur B.O|26.94|81.19|UTTAR PRADESH|BARA BANKI
Damkal B.O|21.912402|88.471875|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Joargori B.O|22.595769|88.263639|WEST BENGAL|HAORA
Lachhipur S.O|20.932408|83.685368|ODISHA|SAMBALPUR
Harpur Halla B.O|26.030988|81.315185|UTTAR PRADESH|RAE BARELI
Mandawa S.O|28.05|75.15|RAJASTHAN|JHUNJHUNU
Mandawa Bazar S.O|28.05|75.15|RAJASTHAN|JHUNJHUNU
Mandawara B.O|28.05|75.15|RAJASTHAN|JHUNJHUNU
Mandasi B.O|27.994153|75.27853|RAJASTHAN|JHUNJHUNU
Companir Char B.O|21.813718|88.146218|WEST BENGAL|SOUTH TWENTY FOUR PARGANAS
Naksoda B.O|26.702518|77.893391|RAJASTHAN|DHAULPUR
Jhingti B.O|27.144604|83.562174|UTTAR PRADESH|MAHRAJGANJ
Kilinjada B.O|11.314754|76.737259|TAMIL NADU|KRISHNAGIRI
Kotla Nihang B.O|30.95175|76.537985|PUNJAB|RUPNAGAR
Gurha B.O|26.525505|81.260143|UTTAR PRADESH|RAE BARELI
Tilla Tanda B.O|33.034112|74.414456|JAMMU & KASHMIR|RAJOURI
Kil Kotagiri Bazaar B.O|11.491604|76.733652|TAMIL NADU|KRISHNAGIRI
Kil Kotagiri S.O|11.450047|76.934778|TAMIL NADU|KRISHNAGIRI
Kil Kundah B.O|11.263318|76.653854|TAMIL NADU|KRISHNAGIRI
Machhor B.O|29.600674|79.240886|UTTARAKHAND|
Madhawapur B.O|27.028334|81.429272|UTTAR PRADESH|BARA BANKI
Gurbuxganj S.O|26.298029|81.025086|UTTAR PRADESH|RAE BARELI
Chavote B.O|25.44172|88.187439|WEST BENGAL|UTTAR DINAJPUR
